timestep,reward
233596,-0.0544
233741,-0.0597
233881,-0.0541
234041,-0.055
234191,-0.0705
234344,-0.0563
234493,-0.0628
234649,-0.0617
234791,-0.075
234940,-0.0578
235080,-0.0564
235227,-0.0491
235379,-0.0591
235526,-0.0731
235667,-0.0643
235803,-0.0568
235949,-0.0713
236101,-0.0634
236248,-0.0668
236390,-0.0665
236537,-0.0747
236699,-0.0445
236851,-0.0551
237000,-0.0778
237141,-0.0441
237287,-0.0518
237417,-0.0497
237564,-0.0623
237716,-0.0584
237875,-0.0598
238020,-0.0578
238165,-0.0678
238307,-0.0798
238445,-0.0624
238595,-0.0497
238741,-0.0698
238890,-0.0623
239030,-0.0596
239173,-0.0509
239316,-0.0496
239451,-0.06
239604,-0.0365
239758,-0.0482
239903,-0.0414
240046,-0.0662
240202,-0.0657
240347,-0.0457
240504,-0.0496
240656,-0.0712
240790,-0.0567
240943,-0.0849
241100,-0.0586
241254,-0.0677
241409,-0.0664
241555,-0.0414
241703,-0.069
241847,-0.0693
241992,-0.0773
242140,-0.0633
242295,-0.0603
242444,-0.0516
242590,-0.0723
242741,-0.062
242895,-0.064
243049,-0.0638
243201,-0.0769
243352,-0.0544
243493,-0.0742
243632,-0.0768
243781,-0.0529
243931,-0.047
244078,-0.074
244226,-0.04
244370,-0.0713
244516,-0.0707
244670,-0.0617
244818,-0.0617
244968,-0.0597
245120,-0.0478
245261,-0.0562
245409,-0.0739
245564,-0.0557
245715,-0.0495
245865,-0.0636
246028,-0.0524
246167,-0.0659
246314,-0.0482
246460,-0.048
246608,-0.0555
246757,-0.0641
246894,-0.0649
247044,-0.0789
247197,-0.0514
247341,-0.0768
247488,-0.0696
247642,-0.0685
247779,-0.0646
247926,-0.0622
248085,-0.0675
248231,-0.054
248386,-0.0451
248531,-0.0474
248687,-0.0585
248836,-0.0508
248982,-0.0685
249112,-0.073
249260,-0.0695
249409,-0.0642
249553,-0.0871
249704,-0.0516
249850,-0.0572
249996,-0.0567
250138,-0.0687
250292,-0.0676
250449,-0.048
250600,-0.0416
250755,-0.0661
250902,-0.0744
251039,-0.0527
251184,-0.06
251324,-0.0611
251465,-0.0767
251619,-0.0522
251763,-0.0636
251904,-0.0512
252051,-0.0696
252191,-0.05
252328,-0.0548
252464,-0.0761
252611,-0.058
252750,-0.0693
252890,-0.0714
253036,-0.0465
253173,-0.0454
253312,-0.0373
253459,-0.0579
253606,-0.0544
253756,-0.0568
253901,-0.0648
254049,-0.0499
254197,-0.0646
254346,-0.0577
254487,-0.0554
254627,-0.0529
254769,-0.0504
254912,-0.069
255053,-0.0569
255194,-0.0611
255341,-0.0512
255483,-0.0612
255617,-0.0476
255763,-0.0684
255913,-0.0478
256069,-0.0685
256218,-0.0643
256383,-0.0653
256532,-0.0625
256684,-0.0604
256819,-0.0636
256968,-0.0616
257116,-0.0689
257269,-0.0476
257407,-0.0471
257564,-0.0636
257711,-0.0571
257863,-0.056
258008,-0.0729
258151,-0.0628
258305,-0.0647
258453,-0.0539
258607,-0.0776
258746,-0.0375
258901,-0.0637
259044,-0.0557
259187,-0.0755
259345,-0.0514
259481,-0.0659
259642,-0.057
259785,-0.0532
259939,-0.06
260087,-0.0465
260239,-0.064
260384,-0.066
260539,-0.0764
260690,-0.0726
260838,-0.0538
260997,-0.0489
261150,-0.0483
261311,-0.0624
261458,-0.0682
261602,-0.0561
261750,-0.0451
261885,-0.0458
262033,-0.0471
262191,-0.052
262349,-0.0643
262492,-0.0472
262638,-0.0687
262789,-0.0749
262923,-0.0548
263071,-0.0696
263229,-0.0666
263388,-0.0564
263537,-0.0487
263689,-0.0476
263840,-0.0438
263995,-0.0619
264152,-0.0464
264288,-0.0638
264440,-0.0548
264587,-0.0518
264729,-0.0629
264887,-0.0663
265047,-0.0691
265186,-0.0458
265344,-0.066
265494,-0.0665
265651,-0.0504
265796,-0.0598
265942,-0.0538
266095,-0.0727
266239,-0.0487
266383,-0.0449
266536,-0.0625
266695,-0.0618
266856,-0.0567
266998,-0.0363
267142,-0.051
267289,-0.046
267426,-0.0472
267575,-0.0685
267726,-0.0648
267878,-0.0706
268023,-0.0715
268168,-0.0515
268333,-0.0499
268489,-0.0464
268638,-0.0431
268782,-0.0541
268933,-0.064
269088,-0.0475
269238,-0.0528
269390,-0.0564
269534,-0.0467
269678,-0.0513
269825,-0.0373
269982,-0.0641
270131,-0.0657
270270,-0.0583
270415,-0.0605
270563,-0.0808
270716,-0.0563
270866,-0.0685
